IdVoie,TypeVoie,Voie
6139,CHE,DU MARTINET
6141,RUE,ROBERT GODARD
6142,BD,EDOUARD BRANLY
6143,RUE,DES BARBETS
6146,RUE,JOSEPH FRICERO
6150,RUE,VILLAREY
6151,PROM,MAL LECLERC HAUTECLOQUE
6152,RTE,DE CHATEAUNEUF
6155,IMP,JUAN
6159,ALL,DES CIGALES
6160,AV,DES CHUTES LAVIE
6161,TSSE,MARITIME
6164,RUE,SAINT SUFFREN
6166,AV,DES MICOCOULIERS
6167,RES,LES CIGALES
6168,CHE,DES SEVERIERS
6169,VC,LE MAIL
6170,CHE,JOSEPH AIGUIER
6171,BD,TRISTAN CORBIERE
6172,TRA,DE LA PENNE
6173,CHE,LAURENT MERLE
6174,TRA,DE LA DOMINIQUE
6177,RUE,DE POULDOURAN
6178,RUE,POHEL
6179,,LES ARCADES
6180,RUE,SAINTE CLAIRE
6182,RUE,DE LA MESANGE BLEUE
6183,RUE,DE BESANCON
6185,RUE,GENERAL PAU
6187,PL,PLACE DES RENCONTRES
6188,RUE,AU LAIT
6189,RUE,MURET
6190,RUE,GEORGES VARLET
6192,RUE,GEORGES MELOU
6193,RUE,D AIGUILLON
6194,ALL,ANNE FRANK
6195,AV,DE LA GARONNETTE
6196,IMP,DE LA BARAQUETTE
6197,BD,RIQUET
6198,RUE,EDMOND ROSTAND
6201,RUE,PAUL LANGEVIN
6202,RES,DOMAINE DE LA HE
6204,PL,ANDRE MEUNIER DIT MUREINE
6205,RUE,TRUCHON
6207,RUE,PROMIS
6208,AV,MARCEL DASSAULT
6209,RUE,SAINT CLEOPHAS
6210,RUE,DE FONTCARRADE
6211,RTE,DE LODEVE
6212,AV,ETIENNE FREDERIC BOUISSON
6213,RUE,RAYMOND LEFEVRE
6214,MAIL,PHILIPPE LAMOUR
6218,RUE,LENOIR
6219,RUE,DE L OSELIER
6220,AV,GEORGES BRASSENS
6223,RUE,DOCTEUR GREFFIER
6224,SQ,DU CHAMP DE LA ROUSSE
6226,CHE,DU MANIGUET
6229,ALL,HONORE DAUMIER
6232,RUE,DE L ETERNITE
6233,RUE,GREGOIRE GRANGE
6234,CHE,DES BULIEUX
6235,RTE,DU MAZET
6236,AV,BAPTISTE MARCET
6237,RUE,GRETRY
6238,RUE,DOBREE
6240,RUE,DE CAHORS
6241,BD,BABIN CHEVAYE
6243,RUE,DU CHER
6244,AV,DES THEBAUDIERES
6245,PL,DE LA BASSE MAR
6246,RUE,EUGENE CHARTIER
6247,RUE,DU GEAI
6251,IMP,DE ST ARNAUD
6252,SQ,DES CALEIDES
6253,RUE,DE L ABBAYE
6254,AV,ALFRED ANATOLE THEVENET
6256,ALL,ST HUBERT
6257,AV,DE STRASBOURG
6258,RUE,DE LORIENT
6261,RUE,DE LA CHEVALERIE
6262,RES,LES JARDINS DE L'ABBAYE
6263,RUE,PIERRE CATTEAU
6264,RUE,JEAN BAPTISTE BONTE
6265,QUAI,HUDSON
6267,RUE,DE L EVENTAIL
6268,BD,DES ETATS UNIS
6269,AV,MARCEL PAGNOL
6271,CHE,DES QUINZES
6273,RUE,CORPS FRANC POMMIES
6274,CHE,DE LA SENDERE
6275,BD,HIPPOLYTE TIXADOR
6277,PL,TOBIE ROBATEL
6278,CHE,DE LA VOSNE
6281,RUE,TUPIN
6283,RUE,GABILLOT
6285,BD,DU DOC COBLOD
6286,RUE,HIPPOLYTE KAHN
6288,IMP,BEAU VALLON
6289,ALL,ETIENNE CLEMENTEL
6291,PL,HENRI BARBUSSE
6292,RUE,GUILLOUX
6293,CHE,DE CHANTEMALE
6294,AV,DE LA TABLE DE PIERRE
6295,PL,DE LA LIBERATION
6297,RUE,D'ALGER
6298,RTE,DE LIVRON
6299,CHE,DES FINS SUD
6300,,LA CREUSE NORD
6302,RUE,DE LA LOUVATIERE
6303,RUE,DES GENEVRIERS
6305,RTE,DE LA CHAPELLE
6307,RUE,FRANCOIS MAZELINE
6308,,RES LA FONTAINE SAINT MARC
6309,RES,DE L AQUITAINE
6310,BD,DES BIENFAITES
6313,MAIL,DE LA FONTAINE RONDE
6315,RUE,DE LA GLACIERE
6317,ALL,CONDORCET
6318,RUE,DE SENLIS
6319,AV,GENEVIEVE DE GALARD
6320,RUE,DE LA SOURDERIE
6323,RUE,PIERRE CLOSTERMANN
6324,PROM,MONA LISA
6326,RUE,DE CARNAC
6329,RUE,GASTON VOILLEREAU
6330,RUE,DE LA MARNE
6331,RUE,JACQUES 2
6332,CHE,DES MURS DE GRANDCHAMP
6333,RUE,ERIC TABARLY
6334,AV,DE L HAUTIL
6335,RUE,GEORGES BOURGOIN
6336,RUE,ALFRED LASSON
6340,FG,DE PLAISANCE
6342,ALL,DU PARC ARUNDO
6343,,ENGOUVINS ARBOUSIERS
6344,RUE,DE LA COLLINE
6346,VC,DE LA BUGE
6347,RTE,DE MORIERES
6348,RUE,DES FRERES BRIAN
6349,FG,DU CAGNARD
6350,RUE,DE LA CALADE
6354,AV,JEAN ETOUBLEAU
6355,RUE,MARIE CURIE
6359,AV,GABRIELLE D'ESTREES
6360,,OR SENART ANDERSEN
6362,RUE,HENRI DUNANT
6363,AV,RAYMOND ARON
6364,RUE,GABRIEL BERTILLON
6365,ALL,DES CHARMES
6366,SEN,DE LA FONTAINE DU MESNIL
6367,RUE,J ETIENNE GUETTARD
6368,AV,DE NORMANDIE
6371,RUE,ROUSSELLE
6376,RUE,HENRI SAY
6378,RUE,DE LA MONESSE
6384,ALL,DU PUITS
6385,RUE,GEORGES BAILLY
6386,ALL,DES ONDES
6390,AV,JEAN LOLIVE
6391,RUE,JULES CHATENAY
6392,RUE,SAINT JUST
6394,VLA,DE L UNION
6395,RUE,VALENTIN HAUY
6396,RUE,DE LA REVOLUTION
6398,QUAI,CARRIERES
6399,RUE,SAINT SIMON
6400,SQ,JEAN PIERRE MARTINEZ
6402,RUE,BOURGELAT
6403,ALL,MULATRESSE SOLITUDE
6405,SEN,NOUE DU TEMPS DES CERISES
6408,ALL,REMBRANDT
6409,,LA HAIE GRISELLE
6410,ALL,VAN GOGH
6412,AV,AUBRY
6416,VLA,DES BOUGAINVILLIERS
6419,AV,BOILEAU
6421,RUE,MAURICE DAMPIERRE
6424,RUE,DES PERDRIX
6425,ALL,PLANETE BLEUE
6426,RUE,DE LA JUSTICE BRUNE
6427,ALL,DES GLYCINES
6428,ALL,DES CONNETABLES
6431,RUE,DES CLOSEAUX
6432,MAIL,PAUL VERLAINE
6435,AV,STALINGRAD
6436,CHEM,DE LA SOURCE DE BADUEL
6438,RUE,DES PYRAMIDES
6442,VLA,D ALESIA
6444,RUE,LAKANAL
6445,RUE,GANNERON
6446,RUE,ANDRE DEL SARTE
6448,RUE,DE CLERY
6449,RUE,DE CHAMP FUSY
6450,RUE,CARLIER HENNECART
6451,RES,LES MELEZES
6452,RES,JEANNE D ARC
6453,RES,LA TOVIERE
6455,,PRE LONGIS
6456,AV,FLEURS
6457,AV,HENRI MATISSE
6458,BD,DE MONTREAL
6460,AV,DE SOSPEL
6462,PTE,DE FRANCE
6466,AV,DE NICE
6467,AV,DES ANCIENS COMBATTANTS
6468,RUE,ADRIEN GUEBHARD
6469,CRS,COURS DU ONZE NOVEMBRE
6473,BD,SAINT BRUNO
6475,RUE,CHEVALIER PAUL
6476,BD,FRANCIS CAPUANO
6477,CITE,LE CORBUSIER
6480,RUE,DU DOCTEUR LAINE
6481,RUE,SIMONE DE BEAUVOIR
6482,AV,MAL FOCH
6484,AV,DES COMBATTANTS
6485,ALL,ELSA TRIOLET
6486,PL,OLIVIER DE SERRES
6487,RUE,DU BOURG
6490,RUE,DE VERNOUILLET
6491,RUE,DU POHER
6492,RUE,DE CALLAC
6493,,QRT DES CANNES
6494,RES,L'OREE DU BOIS  RN 193
6495,RUE,JEAN GOUJON
6496,RUE,DE BETHMANN
6497,RUE,BOURBAKI
6498,AV,REGNAULD
6499,ALL,JULES MILHAU
6502,CHE,DES QUILLES
6503,AV,DES MATELOTS
6505,SQ,DE LONDRES
6506,RUE,PIERRE LEGAVRE
6507,IMP,10 RUE DE METZ
6509,RUE,BERTHE DE BOISSIEUX
6511,,AUX GLOVETTES
6512,RUE,DU MAQUIS DE L OISANS
6513,RUE,DU SER PALOR
6515,BD,ALEXANDRE DE FRAISSINETTE
6516,RUE,DE LA SAINTE CHAPELLE
6517,RUE,DES HAUTS MOULINS
6519,RUE,DES MOUSSIERES
6520,RUE,AUDUSSON
6521,PL,LUTON
6523,RUE,VICTOR DURUY
6524,AV,DU CHANCELIER ADENAUER
6528,RUE,GANTOIS
6529,ALL,VAUBAN
6530,CHE,DU PRETRE
6534,RTE,DES BOURGOGNES
6535,RUE,EDOUARD BOLLAERT
6537,RUE,DEVERIA
6538,RUE,PALAIS GRILLET
6539,RUE,DUGAS MONTBEL
6540,RTE,DE STRASBOURG
6541,RUE,CONSTANTINE
6542,MTE,DU GOURGUILLON
6543,RUE,JAMEN GRAND
6544,,GRANDE RUE DE SAINT CLAIR
6545,RUE,ANDRE PHILIP
6546,RUE,VILLON
6547,PL,DES PASSEMENTIERS
6548,RUE,NARCISSE BERTHOLEY
6549,RUE,GEORGES 1ER
6550,RTE,DU BOUCHET
6552,CHE,DE CARRY
6553,RUE,DE CORVAL
6554,RUE,DE LA ROSE
6555,RUE,CLAIRBELLE
6560,RUE,RENE SALLE
6562,PL,LAFAYETTE
6563,PL,ETIENNE FRANCOIS CHOISEUL
6564,RUE,EMILE DESCHAMPS
6565,RUE,DE LA NOUE
6566,RUE,PAUL CURIEN
6567,RUE,D OURCHES
6569,BD,LOUIS LEMELLE
6570,ALL,ANDRE  LE NOTRE
6571,AV,DES BUISSONS
6572,PL,DE L ANCIENNE ORANGERIE
6573,MTE,HENRI CHRISTINE
6574,,SAINT PONS
6575,RES,PIN ROLLAND PLAGE
6578,CHE,COLLINE GIRAUD
6580,AV,AMBROISE THOMAS
6581,AV,DES LAURIERS
6586,BD,D ANGLETERRE
6587,RUE,DU PASTEUR LUTHER KING
6589,RUE,DU MARQUIS DE RAIES
6591,PL,HENRI DEUDON
6593,RUE,DES NOBLETS
6594,RUE,PAUL HUGO
6595,ALL,DES ECOLES
6598,RUE,DES GRANDS BUISSONS
6599,ALL,DES POUVINS
6600,AV,DES BAINS
6601,AV,DE ROBINSON
6606,AV,QUESNAY
6607,ALL,MONTPENSIER
6608,AV,DES SCIENCES
6609,RUE,DU DOC SEYER
6610,BD,D AULNAY
6612,AV,DE TUNIS
6618,AV,DE LA BELLE GABRIELLE
6619,RUE,GIUSEPPE VERDI
6620,RUE,DE LA HEUSE
6623,MAIL,DES PIRETINS
6624,,BAS LIDO
6625,ALL,DES ETOILES
6628,RUE,SAINT JACQUES
6631,RUE,CLAUDE TILLIER
6632,RUE,DU COLONEL OUDOT
6633,BD,DE PICPUS
6634,RUE,BRANCION
6636,RUE,LAURISTON
6637,RUE,CDT SCHLOESING
6638,RUE,GEORGE SAND
6639,RUE,DE BAGNOLET
6641,RUE,PETIT
6642,ALL,DES PRUNUS
6644,RUE,DU DOBROPOL
6645,RUE,DES MONTS JURA
6646,RUE,JOLIOT CURIE
6649,BD,DE RIQUIER
6652,RTE,DE LA TURBIE
6653,AV,DOCTEUR FABRE
6655,RUE,DES PARAMIDEAUX
6656,CHE,DU PUY
6657,AV,CHARLES BOUTET
6658,RUE,DE LA PIERRE
6659,RUE,FABERT
6660,RUE,MAZENOD
6661,BD,MIREILLE JOURDAN BARRY
6662,RUE,EMILE ATGIER
6663,ALL,DES URSULINES
6664,RUE,DU MOULIN VIEUX
6665,,PALNECA
6666,PARC,BERTHAULT LES DRAGONNIERS
6668,RUE,DES CARMELITES
6669,IMP,ALBERT ROUX
6672,RUE,DE LORRAINE
6673,RUE,EUGENE CABROL
6674,RUE,DE GAEL
6677,CHE,GARDE ROLLAND
6679,ALL,MARINES
6680,RUE,PAUL RONIN
6681,RUE,RENE GUY CADOU
6683,RUE,DE LA MUTUALITE
6689,RUE,CORREUS
6691,RES,PORT DES SABLES
6692,AV,FRANCESC IRLA
6693,RUE,DE L ANGILE
6694,CHE,DES FERRATIERES
6698,AV,DU THIOU
6700,RUE,SYLVESTRE DUMESNIL
6701,CHE,DU NID DE VERDIER
6702,RUE,BAILLY
6703,RUE,DE FLEURY
6708,RUE,SAINT FARON
6709,ALL,DE VARSOVIE
6710,RUE,DU GENERAL PERSHING
6713,RUE,ALBERT EINSTEIN
6715,RUE,HAXO
6716,RUE,VICTOR CHABOT
6717,RUE,ALPHONSE LAVERAN
6718,PL,DE LA PYRAMIDE
6721,RUE,DE SEBASTOPOL
6723,ALL,DES RIVES DE BAGATELLE
6726,AV,VLADIMIR ILLITCH LENINE
6727,RUE,BENOIT MALON
6732,AV,DENIS PAPIN
6733,BD,GEORGETTE AGUTTE
6735,,QUARTIER MORNE A L EAU
6737,RUE,JUSSIEU
6738,PL,ESTIENNE D ORVES
6740,RUE,DES FAVORITES
6742,AV,FELIX FAURE
6743,RUE,LOUIS DAVID
6747,QUAI,DE LA GIRONDE
6749,RUE,BOTZARIS
6751,RUE,DES ABATTOIRS
6752,RUE,DES PRELES
6754,RUE,CHARLES BINET
6756,RUE,DE LONGUEVILLE
6757,ALL,CERVANTES
6758,AV,DE LA FOURRAGERE
6759,CHE,DE LA CRAIE
6761,RUE,DE LINIERES
6763,RUE,DIEUDONNE COSTES
6767,CHE,DES BOURDETTES
6768,RTE,DU MAS DESPORT
6770,,LE ROUTOIR
6774,BD,HENRY VASNIER
6776,RUE,DU LIMOUSIN
6777,RUE,DE LA CARNOY
6779,RUE,DU DOCTEUR A SCHWEITZER
6780,RUE,DE LA TOISON D'OR
6782,RUE,EUGENE POTTIER
6785,RUE,DES ECHELETTES
6786,,IMM PERIGORD RUE ALPH DAUD
6787,RUE,DE LA NOBLE EPINE
6788,RUE,ALBERT COPIEUX
6789,RUE,RENEE DE LA BOUTRESSE
6790,RUE,CHARLES PATHE
6791,RUE,SAINT ASPAIS
6792,SQ,DES BOULEAUX
6795,PL,DE LA FRATERNITE
6797,RUE,ALBERT JOLY
6800,ALL,DE LA MEUSE
6803,RUE,DE LA CLAIRIE
6805,ALL,D'OZONVILLE
6808,RUE,DES AJOUX
6809,BD,LOUIS LOUCHEUR
6810,AV,DE LA MARNE
6813,RUE,PIERRON
6815,AV,JEAN BART
6816,ALL,HELENE BOUCHER
6820,AV,DE L HOTEL DE VILLE
6821,RUE,FERDINAND BERTHOUD
6824,RUE,CASSETTE
6827,RUE,BARYE
6828,RUE,DE COURCELLES
6830,ALL,DES FRERES CAUDRON
6831,AV,FRANCOIS CUZIN
6833,RUE,MARIUS DEBOUT
6834,,LES QUEYRETS ET PEYRON
6835,RUE,DU SOLEIL
6838,AV,EDEN PARK
6839,BD,DE LA PINEDE
6841,ALL,VIVALDI
6842,RUE,DE L ILE
6843,RTE,D'AUXERRE
6844,RUE,TEILHARD DE CHARDIN
6846,CRS,JACQUIN
6849,,LES AYGUADES
6850,RUE,ROSSINI
6852,RUE,PIERRE ALBRAND
6854,RUE,DU JONCAL
6855,,FIEF BREUILLET
6856,RUE,DOC ROUX
6857,RUE,ALFRED DE VIGNY
6858,RUE,DE L ARMILLERIE
6859,RUE,DU BOIS MERRAIN
6862,RUE,DU CHEMIN NEUF
6863,RUE,SAINT JULIEN
6866,RES,MONTE MARE  AVE MAL JUIN
6868,RUE,DE L ALTIER
6869,RUE,ROBERT
6872,RUE,JUDAIQUE
6873,RUE,ROBERT PITANGUE
6874,RUE,LEO SAIGNAT
6875,BD,PDT FR ROOSEVELT
6878,,LE BOURG NORD
6880,RUE,PIERRE PAUILHAC
6882,AV,ANDRE CHASSEFIERE
6883,MAIL,CAMILLE CLAUDEL
6885,RUE,CAMILLE SAINT SAENS
6887,CITE,DU FEU DE LA JOIE
6889,ALL,DE LA SYLPHIDE
6891,RUE,DU GARAT
6894,RUE,DES CARNAVALIERS
6895,RUE,GABRIEL GOUDY
6896,RUE,DE CONCARNEAU
6897,CHE,GUILLOU
6898,RUE,PIERRE JUBAU
6899,QUAI,DU MAIL DE BROC (RD245)
6900,RUE,DE LA MARINE DE LOIRE
6902,BD,SAINT DOMINIQUE
6903,CHE,DE LA SALETTE
6904,AV,DU MONT HERY
6905,PL,D ORLEANS
6907,RUE,DES BONS MALADES
6908,RUE,DES LICES
6909,ALL,RENE LALIQUE
6910,RUE,DU GENERAL SERE DE RIVIERE
6912,RUE,DE LA TOUR ST NICOLAS
6914,RUE,BASTION SAINT ANDRE
6915,RUE,SAINT LUC
6916,RUE,KONRAD ADENAUER
6917,RUE,DE L EGALITE
6919,RUE,CHARLES LEMAIRE
6920,RUE,DE SALVERTE
6921,AV,DE BUROS
6922,AV,GENERAL MAC CROSKEY
6926,RUE,DES ARCHERS
6928,RUE,PRE GAUDRY
6930,RUE,CAP ROBERT CLUZAN
6931,RUE,ROGER BRECHAN
6933,RUE,ALEXANDRE BOUTIN
6934,AV,D OSCHATZ
6935,RUE,DE LA BUSSIERE
6939,RUE,WAGRAM
6941,RUE,DES FRAMBOISIERS
6945,ALL,FREDEGONDE
6948,ALL,GASTON DEFFERRE
6949,ALL,PIROUETTE
6951,PROM,VENEZIA
6953,RUE,PHILIPPE DE DANGEAU
6954,ALL,DES MISSIONNAIRES
6956,RUE,DE LA PRINCESSE
6958,RUE,BORDIN
6959,RUE,SAINTE HONORINE
6961,ESP,DES FONTAINES
6963,RUE,HENRI STE CLAIRE DEVILLE
6964,RUE,D ALGER
6968,PL,VICTOR CRUMIERE
6969,CHE,DE SAINT GENIEST
6972,,VOUILLE DES BRIMBELLES
6973,RES,DE L EUROPE
6974,PL,DU CHANOINE BOS
6975,RUE,DES CIGOGNES
6978,BD,DES LAVANDIERES
6979,RUE,LEBRUN
6980,CHE,DU COLLEGE
6981,ALL,DU PRESSOIR
6982,RUE,JACQUES DUCLOS
6983,SQ,LEON BLUM
6985,RUE,DES MOULINEAUX
6986,RUE,KELLOG
6988,RUE,SOPHIE RODRIGUES
6991,AV,ACHILLE PERETTI
6992,RUE,JACQUES IBERT
6993,RUE,DELABORDERE
6995,BD,DE L OUEST
6996,ALL,DE LA FONTAINE
6997,RUE,DES CAILLOTS
6999,RUE,RAYMOND JACLARD
7000,RUE,COLETTE
7003,RUE,CAMILLE GROULT
7004,AV,LOUIS BLERIOT
7005,PL,DE LA PEUPLERAIE
7008,RUE,FAYS
7009,RUE,DES TROIS CEDRES
7012,RUE,ROBERT FOULON
7013,AV,DU DOCTEUR FLAMENT
7015,PL,SALVADOR ALLENDE
7016,RES,PRINCIPAUTE
7018,RUE,DU BOURG L ABBE
7021,RUE,DES GRAVILLIERS
7023,RUE,ROBERT ESTIENNE
7024,AV,DE BRETEUIL
7025,RUE,DU CARDINAL MERCIER
7026,RUE,DE L ECHIQUIER
7029,RUE,LACUEE
7031,RUE,DU MOULIN DES PRES
7032,RUE,EMILE DUBOIS
7033,RUE,CAMBRONNE
7040,PAS,RAMEY
7041,SQ,VITRUVE
7042,RUE,DES GRANDS CHAMPS
7043,BD,BEAUMARCHAIS
7046,RES,LE MONOIKOS
7048,MRN,BAIE DES ANGES COMMODOR
7052,RUE,BIR HAKEIM
7053,RUE,RICARD
7054,BD,ALLEMAND
7055,RUE,MARIUS LIEUTAUD
7056,BD,JOFFRE
7057,RUE,BONGRAND
7058,RUE,DE LISLEFERME
7059,RUE,JACQUES PREVERT
7060,RUE,ANDRE LAMANDE
7061,AV,DE GRAMMONT
7062,RUE,SIDI BRAHIM
7063,RUE,MORTILLET
7065,RUE,PAUL CRETIEN
7066,RUE,ROUSSIN
7068,RPE,DES FOSSES DU CHATEAU
7069,ESP,BENOIT
7072,RUE,DES TUILERIES
7073,RUE,DE LA GUIXERA
7075,QUAI,DES ETROITS
7079,RUE,ANDRE LAFARGE
7080,RTE,DE BRIGNAIS
7082,RUE,DU MINAGE
7083,RUE,DES COTES
7084,AV,GUY DE MAUPASSANT
7086,RUE,DES JONCS
7087,RUE,TAYLOR
7088,CHE,DU LANGOUSTIER PORQUEROL
7089,RUE,DU GENERAL CEREZ
7090,RUE,DU VIEUX COLLEGE
7091,RUE,DE LA FRANCHE PIERRE
7094,RUE,DE LA TANNERIE
7095,RUE,CHARLES LAFFITTE
7096,RUE,SOYER
7099,RUE,DES VIGNERONS
7101,RUE,PORTEFOIN
7102,RUE,DES QUATRE VENTS
7103,RUE,DE CONDE
7106,RUE,DU FBG ST ANTOINE
7109,AV,DE FLANDRE
7110,LOT,CLOS CHAMP VRILLARD
7111,RLE,DE L EGLISE
7112,RUE,DES FRERES SERPOLLET
7113,RUE,DE LA LINOTTE
7114,AV,DU RAY
7116,AV,FRANCOIS DE MONLEON
7118,AV,FREDERIC MISTRAL
7120,RUE,EDOUARD JOUBERT
7124,RUE,BERANGER
7125,RUE,D IENA
7126,CRS,DU 4 SEPTEMBRE
7129,RUE,EGAULT DES NOES
7130,RUE,DE LA CHAUSSEE
7132,RUE,DE L ENCLOS
7135,RUE,DU VERCORS
7137,RUE,GEORGES DE BUFFON
7138,RUE,DU JAPON
7141,PL,PIERRE JACQUES DORMOY
7142,AV,OUEST CAP FERRET
7144,AV,DES FRANCAIS LIBRES
7145,RUE,JOSEPH BOUCHAYER
7146,AV,DE LA PLAINE FLEURIE
7147,RTE,DU PETIT PLAN
7148,RTE,DE MORA
7149,RTE,DU TAILLEUR
7150,RUE,DES OVIDES
7151,RUE,DU MAYOLLET
7152,RUE,DU PRESIDENT WILSON
7155,RUE,DE CHATEAUBRIAND
7158,RUE,MAL JUIN
7160,RUE,DU GENERAL COMPERE
7162,ALL,SAMUEL CHAMPLAIN
7163,HLM,EST BAT A RUE JEAN JAURES
7164,RUE,DE MON DESERT
7165,VAL,DE RAVENNE
7166,RUE,GENERAL DE GAULLE
7167,RES,CLAUDE DEBUSSY
7168,RUE,STEPHANE MALLARME
7170,RUE,DR LAPORTE
7171,RUE,AIME CESAIRE
7173,RUE,KLEBER PROLONGEE
7174,QUAI,ESTEVENET
7175,IMP,DU PAS D EN FLOUS
7177,RUE,DU CHATEAU DE LA DUCHERE
7179,RUE,DES TROIS PIERRES
7180,RUE,ESSLING
7181,,ROUTE D'IRIGNY
7182,RUE,BAUDRAND
7184,RTE,DE LA GIRAUDIERE
7185,RUE,EMILE FOURNIER
7187,RUE,TOURVILLE
7188,RUE,HONORE DAUMIER
7192,RUE,DES CELESTINS
7193,BD,DE L OURCQ
7196,RES,DE LA SABOTTE
7199,RUE,DE TESSANCOURT
7200,RUE,DES TANNERIES
7201,RUE,BELLAVOINE
7203,RUE,DU PONT
7205,RUE,COTE SAINT LAURENT
7207,RUE,JULY
7210,BD,GEORGES RICHARD
7211,RUE,GENERAL SARRAIL
7212,AV,DE LA TRILLADE
7213,RUE,PETRAMALE
7214,RUE,DU DOC MEDVEDOWSKY
7216,RUE,DE LA JUSTICE
7217,RUE,DU LANGUEDOC
7226,AV,LAVOISIER
7227,RUE,DES FRERES LUMIERE
7229,AV,D ARGENTEUIL
7233,RUE,AUBER
7234,RUE,FRANCOIS 1ER
7238,AV,DU GROS CHENE
7239,AV,DU MAL LECLERC
7240,RUE,FERNAND HERBAUT
7241,AV,DU GEN MALLERET JOINVILLE
7243,RUE,MERCURE
7244,,RES DULAC PLAISANCE
7247,ALL,LOUIS BREGUET
7250,,RES DE TOURVOIE
7251,RUE,ISABEAU
7252,AV,EUGENE THOMAS
7257,RUE,ALEXIS QUIRIN
7258,RUE,DU GRAND VAL
7262,AV,PRESIDENT ROOSEVELT
7264,ALL,DES BELETTES
7268,RUE,FERNAND CORMON
7269,RUE,JACQUES VERNIOL
7272,RUE,MERCOEUR
7276,RUE,OUDRY
7278,RUE,BARGUE
7279,RUE,MICHEL ANGE
7280,RUE,DES EPINETTES
7285,BD,NEY
7286,RUE,JACQUES KABLE
7287,RUE,DAMREMONT
7288,RUE,DU SIMPLON
7289,RUE,JEAN BAPTISTE DUMAY
7293,RUE,DES MARONITES
7295,RUE,EDGAR POE
7298,AV,DES NATIONS
7299,,LE LACAS
7300,RUE,ARSON
7302,QUAI,PAPACINO
7304,AV,CERNUSCHI
7306,RUE,LIEUTENANT COLONELLI
7307,AV,DE L HOPITAL
7308,CHE,DE LA GABELLE PROLONG
7310,AV,DR MAURICE DONAT
7320,AV,AYGUADES DE PECH ROUGE
7321,RUE,DE TUNIS
7322,TRA,DE LA MICHELE
7324,IMP,DE ROUX
7325,CHE,DE BIZET
7327,RUE,CAP GALINAT
7328,RUE,GASTON BERGER
7330,RUE,PETIT CHANTIER
7331,RES,CLAIRETTE AVE CAMUSSO
7332,AV,RAMPAL
7333,ESP,MOMMERS
7334,RUE,G LE CONQUERANT
7336,AV,P CASSAGNAVERE
7337,RUE,BAUMIER
7338,BD,DU COMMANDANT CHARCOT
7340,RUE,DES ARENES
7341,RUE,DE LORROY
7343,RUE,DU GUE MORIN
7344,AV,DE PEN GUEN
7345,RUE,DU HEUME
7348,RUE,DU FAUBOURG GUILLAUME
7349,,ORTO DOLCE
7350,RUE,VINCENT
7351,QUAI,DE BILINA
7353,RUE,PERCHEPINTE
7355,RUE,DU PRINTEMPS
7356,RPT,HENRY DUNANT
7357,ALL,JOSEPH GESTA
7358,RES,FRONT DE MER
7359,RUE,MONDON
7362,PL,DE LA FERME RICHEMONT
7363,RUE,NERIGEAN
7364,RUE,JEAN ZUBIETA
7366,RUE,GUTENBERG
7369,ALL,MAURICE LAFON
7370,CRS,HERICART DE THURY
7371,CITE,FEAUGAS
7374,RES,LE COLBERT
7375,BD,CERF LURIE
7376,RUE,CLAUDE MAZET
7377,IMP,DE LA BRIGANTINE
7378,RUE,MICHELINE OSTERMEYER
7380,AV,DU HAUT SANCE
7381,RUE,DU CALLOUET
7382,RUE,GUY ROPARTZ
7384,,LA GARDE GUERIN
7388,,LA VIE NEUVE
7389,AV,DE L OCEAN
7390,RUE,DES TCHICOYS
7392,AV,JEAN LARTIGAU
7393,AV,GABRIELE  D ANNUNZIO
7395,RUE,LISFRANC
7396,RUE,DES REFORMES
7397,BD,DU MASSACRE
7400,AV,D ARMORIQUE
7401,CHE,DE TOURTERAS
7402,RUE,HORTENSE SCHNEIDER
7403,RES,LE PUY GARNIER
7404,RUE,DES BRASSERIES
7406,RUE,P RICHER DE BELLEVAL
7408,RUE,DE CERNAY
7409,RUE,MESSIER
7410,RUE,ALFRED LABBE
7411,RUE,DE QUEHELLO
7412,RUE,CHAIGNEAU
7413,PL,STE ANNE D ARVOR
7414,RUE,DES RAMANDEUSES
7415,AV,DE KERMARIO
7418,RUE,DE SAINT OMER
7419,RUE,DES BLANCS MOUCHONS
7423,ALL,ARTHUR RIMBAUD
7425,RUE,RAOUL BRIQUET
7427,RUE,ALFRED DELCLUZE
7428,ALL,DE L EMPEREUR
7429,RUE,SGT BLANDAN
7430,RUE,PIERRE BOURGEOIS
7432,PL,DUMAS DE LOIRE
7433,RUE,DU GARET
7434,RUE,DE GERLAND
7435,RUE,HECTOR MALOT
7436,RUE,ANTOINE LOUVIER
7437,AV,VIVIANI
7440,RUE,JEAN LIGONNET
7442,AV,MATHIEU MISERY
7446,,TIGNY
7449,RTE,DE LA FRASSE
7450,AV,DU MONT D ARBOIS
7451,RUE,DES CHAMPS MAILLETS
7452,RUE,ROBERT DE THORIGNY
7453,RUE,THOMAS BOUCHARD
7454,RUE,EDOUARD LANG
7456,RUE,DE L ETANG
7458,RUE,PALAISOT
7460,RUE,DU BOIS DU BRAY
7463,QUAI,JACQUES PREVERT PROLONGE
7465,BD,DE LAGNY
7466,RUE,ANDRE CHENIER
7468,RUE,CHAMP LAGARDE
7474,RUE,DES RUELLES
7475,RUE,DE LA TOUR GRISE
7476,RUE,DE LA MARE LISERON
7477,IMP,RAOUL DUFY
