IdVoie,TypeVoie,Voie
16157,RUE,BRICONNET
16160,ALL,DE CHARLARY
16161,RUE,DES SALENQUES
16165,RUE,CLARE
16166,AV,DES PYRENEES
16167,RUE,DES SOEURS
16168,RUE,FEAUGAS
16169,RUE,DE LA BENAUGE
16171,RUE,DE FOUGERES
16172,RUE,D YAIGNE
16173,RUE,DU PDT ROBERT SCHUMAN
16174,IMP,COURTISANES
16176,RUE,DES CARNAUX
16178,ALL,DES GENETS
16180,RUE,EMILE LITTRE
16181,RUE,DE JEMMAPES
16182,RUE,DE LA MARINE
16183,RTE,DE NANTES
16186,PL,ST LAURENT
16188,RUE,DES VIEUX GRENIERS
16189,RES,DU PRIEURE
16194,AV,DES NAIADES
16200,RUE,DE LA REDOUTE
16201,,CHASTREIX SANCY
16202,AV,DU STADE NAUTIQUE
16203,RUE,SAMONZET
16205,PL,CLEMENCEAU
16206,RUE,DE LA RAILLERE
16207,AV,DU TOURMALET
16209,RUE,DE LA BAISSE
16212,RTE,DES VIGNES
16213,RUE,DU CLOCHER
16214,RUE,L AITRE SAINT NICAISE
16215,RUE,DU MOULINET
16216,AV,GUSTAVE PEREIRE
16218,RUE,BLANCHE LEFEBVRE
16220,RUE,LIEUTENANT MOISANT
16223,RUE,JEHAN DE CHAMBLY
16225,RUE,DE LA CHAUSSEE DE PARIS
16228,RUE,MAZIERE
16232,RUE,DES GABILLONS
16234,ALL,AUX LAPINS
16237,RUE,JEAN GUYON
16238,RUE,DE LA TRINITE
16244,BD,DU CAPELAN
16247,BD,LAPLACE
16249,BD,DU CENTENAIRE
16250,CHE,DES VIEILLES POSTES
16251,RUE,HENRI ROCHEFORT
16253,ALL,PIERRE DAC
16256,RUE,DU BICENTENAIRE
16263,RUE,DU CONTRAT SOCIAL
16266,RUE,JEAN MASCRE
16267,RUE,DE LA DEFENSE
16268,RUE,DE L ABBE DERRY
16270,RUE,ESTIENNE D ORVES
16271,PL,DU 19 MARS 1962
16272,AV,GASTON MONMOUSSEAU
16274,AV,PAUL BERT
16275,AV,CAMILLE DESMOULINS
16277,RUE,HURAUT
16283,AV,LAPLACE
16284,QUAI,MAGNE
16285,RUE,DE NOISY
16290,RUE,DE NESLES
16291,RUE,DES BAUVES
16295,RUE,JEAN POIRE
16297,RUE,DES PECHEURS
16300,RUE,DU VAL DE GRACE
16306,AV,CLAUDE VELLEFAUX
16308,RUE,DE LA FOLIE REGNAULT
16312,QUAI,DE GRENELLE
16318,RUE,ESCLANGON
16323,RUE,DE TERRE NEUVE
16328,PL,FERNAND MARQUIGNY
16330,RUE,JACQUES COEUR
16332,RUE,JEAN DELAPLACE
16333,MTE,DU MOULIN
16334,RUE,DU PONT ST JEAN
16335,AV,DES FENOTS
16336,RUE,DES EPERVIERS
16337,AV,DE LA CAMARGUE
16338,RUE,WOLFGANG MOZART
16339,ALL,DE LA SOURCE
16342,,LES JARDINS DE FARGUES
16345,RUE,ROGER MARTIN DU GARD
16346,RUE,DES CHARPENTERIES
16347,RUE,DE LACOMIAN
16348,RUE,MANTRAND
16349,RUE,ANDRE STEPINSKI
16351,ALL,EL CANO
16352,RUE,BEAU SOLEIL
16353,AV,DES COTES BLANCHES
16354,ALL,DU COTEAU
16355,RUE,DES FRERES TISSIER
16356,RUE,DE BISSY
16357,RUE,BERNARD CUMINAL
16358,,NAUZES
16360,RUE,JEAN BAPTISTE BRUNEL
16361,RUE,POURPRE
16362,CHE,DU PROCES
16366,ALL,M. MOTTIER DE LA FAYETTE
16367,RUE,DE L YSIEUX
16368,RUE,EDGAR DEGAS
16369,RUE,DE LA SURCHETTE
16371,RUE,BAPTISTE MARCET
16372,RES,DE LA HAUTE RIVE
16373,RUE,DU VERNOIS
16375,CHE,DU PERRIER
16381,AV,ALAIN LE LAY
16382,RUE,FONCK
16384,RUE,JOACHIM DU BELLAY
16387,RUE,ROGER VAILLAND
16388,AV,DE LODEVE
16390,SQ,LE PERIER
16394,AV,PIERRE LOTI
16395,RUE,DE LA CROIX DES PLANTES
16397,RUE,GARONNE
16398,AV,DIVISION LECLERC
16401,RUE,DU CHEMIN BLANC
16402,RUE,DES REMORAS
16403,RUE,VANTROYEN
16404,RUE,ROMAIN TRESARIEU
16406,CAMI,DEL CARGOL
16407,RUE,CAMILLE KOECHLIN
16409,RUE,ANTOINE BERNOUX
16410,PL,GEN LECLERC
16411,AV,RAYMOND DE VEYSSIERES
16412,RUE,JACQUES PORRAZ
16415,RUE,MARTYRS DE LA RESISTANCE
16423,VLA,DE L EPI D OR
16425,RES,LES ORMES
16426,RUE,BOUFFLERS
16427,RES,DU 44 RUE DESIRE CLEMENT
16431,RUE,DU MONSOREAU LE MONSOREAU
16433,AV,DU DOCTEUR ROUANET
16436,VC,CARRAIRE DE SAUVIOU
16437,AV,JOSEPH GASQUET
16439,CHE,ILE D'OISELAY
16440,RUE,DU DOC ANDARELLI
16441,RES,LE PARC DE PETIT BOURG
16450,RUE,DE CHILLY
16451,RUE,ASPIRANT DARGENT
16452,ALL,CAMILLE ST SAENS
16455,ALL,DES PLUMERAIES
16461,RUE,TRUILLOT
16463,ALL,DES ORMES
16465,ALL,DU BOIS
16469,,RES DIDEROT
16474,RTE,DE GARGES
16476,ALL,DES BLEUETS
16478,ALL,CLEMENT ADER
16479,BD,MARECHAL FOCH R N 14
16486,RUE,QUINQUET
16491,RUE,DU PONT DE LA TOURNELLE
16492,RUE,DE FONTENOY
16497,RUE,ESCOFFIER
16499,RUE,DU ROUET
16500,BD,LIONEL TERRAY
16501,RUE,COLONEL FONFERRIER
16504,RUE,DARQUIER
16505,RUE,CUJAS
16506,RUE,DU MAQUIS DE L OISA
16507,BD,GAL GALLIENI
16509,BD,PROFESSEUR LANGEVIN
16510,RUE,NEYRON
16511,RUE,DE LA CROIX BERNIER
16512,RTE,D ORLEANS
16516,RUE,MANESCAU
16519,RUE,GEORGES GENOUX
16521,RUE,DES PASSERELLES
16522,RUE,DU CLOS DE LA CORRUAZ
16523,IMP,DU FORUM
16524,RUE,RAYMOND COUNIL
16525,RUE,DU PRIEURE
16526,IMP,GRANDVAL
16527,AV,DE LA VALERANE
16528,FG,NOTRE DAME
16529,ALL,DES MOUETTES
16531,CHE,DU FOUR A PAIN
16532,RUE,DU CLOS DES ABBESSES
16533,RUE,MONTTESSUY
16535,RUE,JEAN BAPTISTE CHARCOT
16537,PL,DU MARECHAL FOCH
16538,RUE,SARTORIS
16539,RUE,DES COTES D AUTY
16541,RUE,LARMEROUX
16542,AV,VERDUN
16551,AV,JEAN D ESTIENNE D ORVES
16553,RUE,DES BUTTES
16555,AV,DE CONDE
16556,RUE,GEORGES VIGOR
16558,RUE,EDOUARD TREMBLAY
16561,RUE,DE LA PLANCHE
16563,PL,DE L ECU
16567,SQ,DE L ETANG
16579,RUE,LACROIX
16581,RUE,LECLUSE
16589,RUE,DES MENDRIES
16590,RUE,DU RIVAGE
16591,RTE,DE ROCHELONGUE
16593,RTE,DES HOTTES
16596,AV,YVON DARIES
16597,IMP,BEL AIR
16598,AV,PARC DU ROCHER 1ERE AVE
16602,ALL,D ALSACE
16603,RUE,DE SAINT GERMAIN
16604,CHE,DU PARTEGAL
16605,CHE,DE L ANCENSEMENT
16607,RUE,DE L'OUEST
16609,AV,VILLERMONT
16610,,GUZET SKI
16611,RES,LES SABLONS 3
16613,CHE,DE LA PELOUQUE
16617,RUE,DU VISTRE
16622,RUE,DES PRESSES
16623,,MONTAGNE DE BATSEGURE
16624,RES,LE HAMEAU DU PAR
16625,IMP,DES OISEAUX
16626,AV,DE LA GRANDE CASSE
16629,AV,LIEUTENANT JEAN TOUCAS
16633,RUE,DE NEMOURS
16635,RUE,PETEL
16636,SQ,JOUVENET
16638,RUE,BARON
16643,BD,DE MOSTAGANEM PROLONGE
16644,BD,LAZARE CARNOT
16645,RUE,CORNAC
16647,IMP,DE LA FERME
16651,RUE,DUMENGE
16657,PAS,DE LA TRINITE
16658,CHT,DE LA QUINCY
16659,,PARC DE LANN ROHOU
16660,PL,DES DOURDELLES
16661,PTR,PETITE RUE SAINT VINCENT
16664,RUE,DES CYPRES CHAUVES
16667,,SQUARE SAINTE ANNE
16668,RTE,DE LESPECIER
16671,RUE,DU CLOS DU ROI - BOUCEY
16673,RTE,DE BEAUNE
16674,IMP,SAINT VINCENT
16675,RUE,DE BAPAUME
16676,AV,HENRI JAUBERT
16677,,LE PETIT BLOD
16678,AV,DE NARBONNE
16679,RUE,PAUL LOUIS COURIER
16684,IMP,CIGALOUN
16686,CHE,GLEYSES
16688,SEN,DES RADOUBS
16689,CRS,DE LUZE
16690,RUE,DES CISTES
16691,RUE,L HERMITAGE STE CATHERINE
16692,RUE,DE LA RAIMBAUDERIE
16693,ALL,DE VENISE
16695,PAS,DES GRUBINS
16697,RUE,PEYCHAN
16699,RUE,ANTOINE BONHOMME
16700,RUE,HENRI DECHAUD
16701,RUE,DE BARBEZIEUX
16702,IMP,DE L ETIER
16703,RUE,EUGENE CLAUDIUS PETIT
16708,RES,LA HOUBLONNIERE
16711,RES,DU CLOS ST MARTIN
16712,CHE,LANDABOURE
16716,ALL,DU CHATEAU
16718,CHE,DE CHALIN
16720,RUE,DU CHAMP BRULE
16721,RUE,DES POMMARIES
16725,RUE,DE STOCKHOLM
16726,RUE,PABLO NERUDA
16730,RUE,DES PLEIADES
16732,AV,DES SOLITAIRES
16734,RUE,CAPPERONNIER
16736,RES,DE L ARGENSOL
16743,SQ,D ANTIN
16744,RUE,VIVALDI
16747,RUE,DES PRIMEVERES
16748,SQ,CAMILLE LANGEVIN
16751,AV,GUTENBERG
16753,RUE,RENE ROECKEL
16754,ALL,DU COUP DU MILIEU
16755,RUE,DES PRES HAUTS
16756,PL,OLOMOUC
16757,RUE,ROSA PARKS
16759,ESP,DE CHANTILLY
16763,AV,FRANCOIS ADAM
16766,CLOS,DES PERROQUETS
16768,RUE,DES ETOURNEAUX
16769,CHT,ST SYLVERE
16771,RUE,DE LA TOURNELLE
16775,RUE,MATHIEU CHAZOTTE
16779,CITE,MOYNET
16784,ALL,ANNE DE BEAUJEU
16786,,LE SUPERSAUZE
16787,PAS,DE LA BOURGADE
16788,RUE,JEAN GUAILDE
16790,RUE,DOMERGUE
16791,RUE,AUGUSTIN FRESNEL
16792,RUE,LEONCE CASTELBOU
16794,RUE,SEVIGNE
16798,PL,COLBERT
16799,IMP,ST PAUL
16801,CRS,LAFAYETTE
16802,PL,GEORGES POMPIDOU
16805,RUE,GUY PATIN
16811,RUE,ABBAYE
16813,CHE,DE GIBBES
16814,,BEAUVALLON LES CEDRES
16815,RUE,LAROCHE
16821,AV,ALEXANDRE ANQUETIN
16823,RES,129 RUE LAVOISIER
16825,RUE,HENRI DE LATOUCHE
16832,,ADRECH DE CHAUVET
16833,,LES VIEUX BAINS
16834,RES,LA PETITE OURSE 2
16835,,PONT DE LABRAU
16839,AV,RAYMOND COMBOUL
16840,RUE,DU CONGRES
16842,AV,DE LA BORNALA
16845,CHE,DES ILES
16846,RUE,RICORD LATY
16847,AV,VAN LOO
16848,AV,HENRI ISNARD
16850,CHE,DU PAIN DE SUCRE
16851,RUE,DES GAYETTES
16853,BD,JEAN DUPLESSIS
16854,RUE,LOUIS GROBET
16855,RUE,DU COMMANDANT ROLLAND
16859,AV,DU BAGUIER
16861,BD,DE LA COMTESSE
16862,RUE,DE BEUZEVAL
16863,RUE,L DELARUE MARDRUS
16864,RUE,BOULARD
16866,CHE,DE BAGATELLE
16868,RUE,DE LA SOLE
16869,AV,GEORGES COULON
16873,RUE,DU DOCTEUR LECOMTE
16874,,AU FRAMBOURG
16878,RUE,DES MARCHANDS
16879,RUE,DES CEVENNES
16882,PLAN,SAINT ETIENNE
16883,BD,DES PLATANES
16884,RUE,DE GIRONIS
16887,RUE,DE L ECOLE NORMALE CAUD
16888,RUE,DE PESSAC
16890,RUE,MARCELIN
16893,ALL,JEAN BALDE
16894,AV,EST CAP FERRET
16897,AV,DE L ILE
16898,RUE,DE LA COURETTE
16899,SQ,DE LA GRANDE CHARBONNIERE
16901,IMP,PAUL CARON
16903,RUE,D ENTRAIGUES
16904,AV,DE LA MUZELLE DE VENOSC
16905,AV,GEN GIRAUD
16907,RUE,BRISON
16908,RUE,BOUGAINVILLE
16909,RUE,DU GRAND CLOS
16910,RUE,MAL JOFFRE
16913,AV,OLIVIER GUICHARD
16914,RUE,DE LA HAUTE CROIX
16915,RUE,DE LOING
16917,RUE,HAUT PRESSOIR
16918,RUE,GUSTAVE RICHARD
16919,RES,VILLAGE DE LA JOUENNERIE
16921,RUE,DE TALLEYRAND
16922,RUE,DE LAVAL
16924,PROM,HENRI FRANCOIS BUFFET
16927,RUE,D EMMERIN
16928,RUE,JEAN BAPTISTE LEBAS
16929,RUE,DU LONG FILET
16930,RUE,DU VINGT NEUF JUILLET
16931,RES,APOLLO AV MARIANNE
16937,QUAI,ST VINCENT
16939,,PORTE DE LYON
16940,AV,BOLLEE
16941,RUE,DU PORT A L ABBESSE
16942,BD,MAL DE TASSIGNY
16944,,IMM LA GENETTE
16945,ALL,DES NOISETIERS
16946,RUE,D ESTIMAUVILLE
16947,RUE,DEMIDOFF
16949,AV,ARMAND DE LA ROCHETTE
16952,CRS,DES MOUTONS
16953,RUE,ROGER
16959,RUE,JACQUES LEMERCIER
16960,RUE,HENRI PROU
16964,RLE,DES DEGRES
16965,RUE,CONSTANT GAUTIER
16968,AV,DE CASABIANCA
16970,RUE,DU DOCTEUR RAYOL
16972,,LE PLAN DE LA MER
16974,CHE,DE LA PLAINE DE BOUISSON
16977,RUE,ADRIEN DUBOUCHE
16978,RUE,GIRARD
16982,RUE,DE LA POTERIE
16985,PL,FEDERICO GARCIA LORCA
16991,RUE,DES CAILLOUX
16995,RUE,DU POINT DU JOUR
17000,AV,PAUL DE KOCK
17002,RUE,GABRIELLE JOSSERAND
17005,RUE,NICOLAS RAYER
17011,RUE,DU QUATRIEME ZOUAVE
17016,AV,DU GENERAL GALLIENI
17020,BD,LEON REVILLON
17026,BD,DES AVIATEURS ALLIES
17044,RUE,DE L ABBE CARTON
17045,RUE,DES PLANTES
17046,RUE,DU PERE CORENTIN
17050,,VIL DU MONT TONNERRE
17054,RUE,VITAL
17056,AV,DES CHASSEURS
17068,RUE,DES RIGOLES
17070,VLA,GAGLIARDINI
17074,AV,VILLEBOIS MAREUIL
17075,RUE,VERDI
17079,RUE,DE FONTANES
17080,RUE,DU BERCEAU
17084,RTE,DE BARCELONNE
17085,RUE,DU COUVENT
17086,RUE,DURAND
17090,QUAI,GUERVEUR
17092,RUE,CLOTILDE BIZOLON
17093,RUE,DES FOSSES DE TRION
17095,MAIL,DE L EUROPE
17097,RUE,DE LAUNAY
17105,RUE,REAUMUR
17106,RUE,DE SAINTONGE
17113,RUE,FERNAND BAZIN
17115,RUE,FLORENT D ILLIERS
17116,AV,PIERRE RENAUDEL
17119,PL,DU DOCTEUR MOUFLIER
17121,,CLOT DES LEOTHAUDS
17122,RUE,GUSTAVE DELOYE
17125,BD,CARLONE
17126,RUE,DU GRENADIER
17131,CHE,DE LA MIGNONNETTE
17137,CHE,DES PRESSES
17139,RUE,BARBACANE
17140,RUE,DU BEFFROI
17141,RUE,DES ECOLES ST PIERRE
17142,RUE,DE LA CLAPE
17143,RUE,GUINTRAND
17145,VC,ANCIEN CHEM DE CASSIS
17152,VC,RES DEAUVILLE PLAGE 2
17153,RUE,MAURICE VINCENT
17154,AV,MICHEL D ORNANO
17156,RUE,HAUTE VOIE
17163,ALL,GABRIELLE DE COIGNARD
17164,RES,LES PINS
17171,RUE,GAY
17172,IMP,SOUBIRAN
17179,RUE,DU DOCTEUR ROCAZ
17184,ALL,DES COLVERTS
17185,ALL,DE L ILIADE
17187,RUE,MAURICE CLAVEL
17188,RES,LE SEVIGNE I
17192,PLAN,DES BOUCANIERS
17193,PL,DES CYSTES
17194,RUE,DE REDON
17197,RUE,DE LA SAGERIE
17200,RUE,GUETAL
17201,,SUR LE COL
17206,RTE,DU BOURG
17208,RUE,DE LA PETITE SENSIVE
17209,RTE,DE CLISSON
17211,AV,LUCIE
17213,PL,D ARMES
17214,RUE,DU DEVAU
17215,PL,NOTRE DAME
17217,CHE,DE LA HUGUETTE
17219,RUE,JOSEPH HUET
17220,RUE,SAINT DIZIER
17221,RES,LE CORBUSIER
17222,,BELLEVUE
17225,RUE,LUCIEN LAINE
17226,AV,RAYMOND POINCARE
17229,RTE,DE LABATSUS
17233,CHE,DE CHAZELLES
17234,PL,EDOUARD DE LA BOUSSINIERE
17236,,IMM LE GRAND PIC
17237,,IMM LE FRANCE
17238,RTE,DE MONTMIN
17240,RTE,DU PLAN DE MEURET
17241,RTE,DES MOULINS
17243,PAS,ANCEL
17246,RUE,GEN SARRAIL
17247,IMP,LE CAM
17248,RUE,HELENE
17249,RUE,HAUDRY
17251,BD,ISAAC PEREIRE
17252,AV,EDOUARD GOURDON
17253,AV,DES ROSSIGNOLS
17256,RUE,GUYOT
17257,RUE,DE CHANGIS
17259,RUE,MARGUERITE BERVOETS
17260,RUE,DE VERGENNES
17264,ALL,JEAN SAUVAGET
17267,RES,LE GRAND FOC
17268,COR,MICHEL PACHA
17269,CHE,DU ROSAIRE
17270,BD,BOIS MAURIN
17272,CHE,DE BACCHUS
17277,RUE,DES INFIRMIERES
17283,RUE,DU DOCTEUR VIGNES
17293,RUE,ROBERT DUPONT
17294,RUE,HENRI POINCARE
17297,AV,BERNARD PALISSY
17299,RUE,DES LONGS PRES
17300,RUE,DU CALVAIRE
17306,BD,EUGENE DECROS
17307,RUE,JESSE OWENS
17309,RUE,PAUL LEGARROIS
17311,AV,DE LA PEPINIERE
17316,AV,CURIE
17319,AV,MAURICE THOREZ
17322,RUE,LEGRAND
17329,RES,LES JARDINS DU MAHURY
17332,RUE,DU FOIN
17334,CITE,CHAPTAL
17339,RUE,NEUVE DES BOULETS
17341,RUE,CAILLAUX
17342,RUE,DE LA PROVIDENCE
17343,RUE,DU DESSOUS DES BERGES
17345,RUE,DU CDT LEANDRI
17346,RUE,DULAC
17357,RUE,FEYDEAU
17359,RUE,N D DE BONNE NOUVELLE
17363,RUE,FONT CHAUDE
17364,,LES EYSSARDS DE PELVOUX
17365,RUE,GUBERNATIS
17366,RUE,CROS DE CAPEU
17367,RTE,DE CANTA GALET
17368,RUE,HENRY GREVILLE
17373,,LES AUZIS-SUD
17374,RUE,DE SERIGNAN
17375,RUE,ERNEST HEMINGWAY
17376,AV,DE PERPIGNAN
17379,BD,J. SAADE Q. DE LA JOLIETTE
17381,RUE,ROGER BRUN
17382,RUE,STE CECILE
17384,AV,DE BUCELLE
17385,RTE,DES CAMOINS
17386,CHE,DE LA RIBASSIERE
17387,TRA,TRIVIER
17388,CHE,DES AIRES DE LA DIME
17389,RUE,DES LINGOTS
17390,RUE,DE LA CARAVELLE
17394,RUE,ETIENNE BAUDE
17397,RES,PARC DE GAILLON
17399,RUE,DU FAUBOURG LARUE
17401,,AUCCIULA
17404,,JARDINS DE SUARTELLO
17409,BD,DE SUISSE
17411,PL,SAINTES SCARBES
17412,CHE,DU BOIS DE SAGET
17413,RUE,COLUCHE
17414,CHE,DE BORDENEUVE
17416,AV,DE FALGARDE
17419,RUE,LEON RAFFI
17421,RUE,SAINT FRANCOIS XAVIER
17422,RUE,ANTONIN ANTOUNE
17427,RES,LES TOURS DE NAUDET
17429,CRS,MAL DE LATTRE DE TASSIGNY
17430,RUE,PAUL GROS
17436,RUE,CLAUDE PERCIER
17438,RUE,DE LA MARECHAUSSEE
17441,RUE,AURELIE NEMOURS
17443,RUE,HANNAH ARENDT
17444,RUE,MONSEIGNEUR DUCHESNE
17446,AV,GAL GIRAUD
17447,RUE,ETIENNE BLANDIN
17448,RUE,GEORGES COURTELINE
17449,ALL,CHARLES LOUPOT
17450,RUE,DU JARDINET
17452,RES,DE L EYRE
17453,RUE,DES AVOCETTES
17454,RUE,DE TIREBESTE
17455,RTE,DE LA NASSE
17456,RUE,DARMANDARITZ
17457,PROM,DES REMPARTS
17458,RUE,DU TREUILH
17461,RUE,DENIS DUPONT
17463,RUE,BENOIT ORIOL
17466,RUE,DU LEARD
17467,RUE,DE LA MASSONNIERE
17471,AV,DE SAUMUR
17472,RUE,DES LAMINAIRES
17474,PL,VOLTAIRE
17480,RUE,DE LA CONSTITUTION
17482,RUE,CLOVIS
17485,RUE,LOUIS GUINGOT
17490,PL,DU MARCHE AUX POISSONS
17494,RUE,DU LION BLEU
17497,CHE,DE VERMELLES
17498,RUE,DE LA POMME D OR
17500,ALL,DU PIC D'ANIE
17501,AV,AUGUSTE WISSEL
17502,RUE,LAURE DIEBOLD
17505,RUE,DE MARSEILLE
17510,RUE,DE LA CHAPELLE DE BEL AIR
17511,RTE,NATIONALE 7
17512,CHE,JEAN MARIE VIANNEY
17513,RUE,FRANCOIS POLOT
17514,RUE,CLAUDE ROBERJOT
17515,QUAI,DE LA POTERNE
17519,RUE,LOUIS DE SAVOIE
17520,AV,DES DUCS DE SAVOIE
17522,RTE,DE FREBOUGE D EN HAUT
17523,QUAI,DU HAVRE
17525,RUE,JACQUES BOURGEOIS
17526,RUE,JULES LECESNE
17532,AV,DU PAVILLON ROYAL
17534,RUE,DE CORBEIL
17536,,RUE JEAN JAURES HLM
17538,RUE,DU PEINTRE SISLEY MORET
17540,ALL,DES BELLES AULNES
17541,PAS,DES ECOLES
17548,RUE,PAUL DELOUVRIER
17552,AV,DES BAUGES
17553,SEN,DES POMMIERS
17559,ALL,ROSA BONHEUR
17562,RUE,D ELBEUF
17563,RUE,GUILLAUME OLIVIER
17565,RUE,DE MONET
17566,AV,DU DEUXIEME SPAHIS
17569,AV,GEORGES SEURAT
17570,IMP,DU VALLAT
17574,IMP,DES FRERES BOISSEL
17575,IMP,JACQUES DEMY
17577,BD,SAINT JUST
17581,AV,HENRI SELLIER
17583,RUE,DU TAMBOIS
17584,QUAI,DE LA FAUSSE RIVIERE
17585,RUE,DE COLMAR
17587,RUE,VIGIER
17590,ALL,JACQUES LOUIS LARUE
17591,RUE,ANDRE BERNARDEAU
17592,RTE,D ORLEANS RN 20
17595,RUE,DE LA GRANGE DES NOYERS
17596,IMP,DE LA CERISAIE
17599,RUE,DES ALOUETTES
17600,RTE,FUSILLES RESISTANCE
17605,RUE,GERHARD PROLONGEE
17606,BD,DE VALMY
17607,RUE,DES PARISIENS
17610,RUE,MARTRE
17617,RUE,DE MASSY
17618,RUE,EDOUARD NAUD
17619,RUE,ADOLPHE PAJEAUD
17624,RUE,DU CDT BRASSEUR
17625,RUE,VEUVE BOUQUIN
17626,AV,DES ABRICOTS
17630,RUE,DES CHAMPS CORBILLY
17631,RUE,GROUPE MANOUCHIAN
17634,RUE,CHOISY
17636,RUE,DU DOCTEUR HENOUILLE
17637,RUE,FRANCOIS BILLOUX
17641,RUE,EDME VERNIQUET
17642,AV,DEGUILHEM
17645,AV,MAURICE RAVEL
17652,RUE,JEAN GRANDEL
17662,ALL,DE LA POIRE
17668,RUE,SAO JOAO DA PESQUEIRA
17669,RUE,DES MORTEFONTAINES
17670,RUE,DES HAYETTES
17672,RUE,DU GRAND PRIEUR
17673,RUE,DE LA PETITE RANGE
17674,RUE,FRANCIS CARTON
17675,RES,LA VALLEE DE BOIS QUARRE
17676,,HABITATION ROCHES CARREES
17677,CHE,DU BOIS DE NATTE
17678,CHE,DE LA VIERGE
17680,RUE,SEGUIER
17681,RUE,DU FER A MOULIN
17683,RUE,SEDILLOT
17684,RUE,GEOFFROY ST HILAIRE
17687,RUE,MESSIDOR
17691,RUE,DES RECULETTES
17700,IMP,NABOULET
17702,RUE,JACQUES KELLNER
17711,RUE,BELGRAND
17715,RUE,BACHAUMONT
17719,BD,PARC IMPERIAL
17722,PROM,ROBERT SCHUMAN
17724,BD,FRANCIS MEILLAND
17725,RUE,DES CAQUETTES
17728,VC,LA CANEBIERE
17729,BD,BLANCARDE
17730,RUE,NAU
17732,BD,EDOUARD HERRIOT
17733,RUE,NIELS BOHR
17734,AV,DES CORDELIERS
17735,RUE,ANDRE LEMOYNE
17736,RUE,HENRI SELLIER
17740,RUE,DES CHAZEAUX
17741,PL,DE DELAY D AGIER
17742,RUE,HENRI DUCY
17743,RUE,SAINT BRICE
17746,ESPA,FREZIER
17749,RUE,GUGLIELMO MARCONI
17750,RUE,FREDERIC BENTAYOUX
17751,RUE,CARLE VERNET
17752,RES,LA LISIERE DE GRADIGNAN
17754,PL,DE LA SOUYS
17757,RUE,ADOLPHE TOUFFAIT
17758,RUE,ANDERS CELSIUS
17763,BD,MAL JOFFRE
17764,RUE,VICAT
17767,RUE,P ET D PONCHARDIER
17768,PL,JEAN MICHALON
17769,RUE,DE LA HAUTE MITRIE
17770,RTE,DES LANDETTES
17773,RUE,DU LAIT DE BEURRE
17778,RUE,DE VERZY
17779,PROM,EMILIE DU CHATELET
17781,RUE,DU PONT SAINT JULES
17783,RUE,BRIZEUX
17785,RUE,ESQUERMOISE
17787,RUE,DES TISSERANDS
17789,PL,LISFRANC CROISE LAROCHE
17792,RES,DU DR ROUX (LES MELEZES)
17793,RUE,CHINARD
17796,RUE,MALESHERBES
17801,REM,SAINT PIERRE
17802,PL,GAMBETTA
17803,AV,DE ST MARTIN
17806,AV,DES CANADIENS
17807,PL,LA MARLIERE
17810,ALL,DES PAVILLONS
17813,RUE,HENRI COCHET
17815,RUE,DU DOCTEUR ROCHEFORT
17821,,LA VILLEPARC
17822,IMP,DES QUATRE VENTS
17823,RTE,DU PLAN DE LA TOUR
17824,AV,COLBERT
17825,RUE,DU RONQUET
17826,RES,LA CLE DES CHAMPS
17827,IMP,PAUL MARIETON
17829,RUE,DE LA ROSERAIE
17833,RUE,DE L EPEE
17839,RUE,MICHEL VINCENT
17847,RUE,LEON BOURGEOIS
17852,RUE,DE LA PORTE JAUNE
17859,CHE,DES POSTES
17871,AV,ACHILLE ARCHAMBAULT
17872,RES,CAIALI
17873,ALL,BLAISE CENDRARS
17875,PAS,STE ANNE POPINCOURT
17879,BD,DU MONTPARNASSE
17890,AV,DE SAINT ESTEVE
17893,RUE,DES PINS
17894,RUE,BRAUHAUBAN
17897,AV,DE LA LOGE BLANCHE
17899,BD,DU GAL KOENIG
17900,BD,DU TEMPLE
17903,CHE,DES ALPAGES
17906,RES,LES MELEZES ROI SOLEIL
17908,AV,ANTONIA AUGUSTA
17912,RUE,COLONEL HEBERT
17913,CHE,DU CASTELLARET
17914,AV,MAL JUIN
17915,RUE,DOMINIQUE DURANDY
17917,AV,DOCTEUR DAUTHEVILLE
17919,AV,JULIETTE ADAM
17923,AV,ADOLPHE AUTHIE
17924,RUE,DE BEAUREGARD
17925,BD,DANTON
17926,RUE,JEANNE JUGAN
17927,RUE,COLLIN
17928,RUE,CONSOLAT
17929,RUE,DE LA PAIX MARCEL PAUL
17930,VC,RES SUPER DEAUVILLE
17931,RES,LES ARGONAUTES
17932,VC,RES LES PORTES DE LA MER
17935,RUE,FRANCOIS MIALET
17936,BD,DU ROI D YS
17938,RUE,DU PETIT PARIS
17939,RUE,DE PACEL
17940,RUE,FRANKLIN D ROOSEVELT
17944,RUE,ESCOUSSIERES MONTGAILLARD
17945,RUE,PIERRE SALIES
17947,AV,DE CASSELARDIT
17948,RTE,DU MOULLE
17949,RUE,DU SERPENT
17950,CRS,BARBEY
17954,RUE,DE TAUZIA
17955,RUE,MOUNEYRA
17957,RTE,DE GANGES
17959,ALL,DE LA FLANERIE
17960,RUE,DE LA GABELLE
17961,PROM,DE LA BELLE SCRIBOTE
17962,QUAI,DES JOUTES
17964,RUE,DE L ARTILLERIE
17965,RUE,DES CHANDELLES
17966,AV,D IRLANDE
17967,BD,VOLNEY
17969,AV,SERGENT MAGINOT
17971,RUE,DE LA GREVE
