IdMutation,DateMutation,ValeurFonciere,TypeMutation,IdLogement
10858,2020-03-20,211000.0,Vente,10636
10859,2020-03-16,460000.0,Vente,10637
10860,2020-03-20,32034.0,Vente,10638
10861,2020-03-13,117000.0,Vente,10639
10862,2020-05-18,125950.0,Vente,10639
10863,2020-05-28,254500.0,Vente,10640
10864,2020-03-17,106560.0,Vente,10641
10865,2020-04-17,126000.0,Vente,10642
10866,2020-04-15,70600.0,Vente,10643
10867,2020-01-16,199500.0,Vente,10644
10868,2020-06-22,125000.0,Vente,10645
10869,2020-04-30,350000.0,Vente,10646
10870,2020-05-13,281900.0,Vente,10647
10871,2020-04-20,120540.0,Vente,10648
10872,2020-06-08,113905.0,Vente,10649
10873,2020-04-23,174000.0,Vente,10650
10874,2020-04-09,182650.0,Vente,10651
10875,2020-04-09,120600.0,Vente,10652
10876,2020-05-28,122000.0,Vente,10653
10877,2020-06-10,113200.0,Vente,10654
10878,2020-04-08,319000.0,Vente,10655
10879,2020-05-27,350000.0,Vente,10656
10880,2020-06-19,118000.0,Vente,10657
10881,2020-04-30,105000.0,Vente,10658
10882,2020-04-20,37600.0,Vente,10659
10883,2020-01-24,98400.0,Vente,10660
10884,2020-04-24,119500.0,Vente,10661
10885,2020-03-03,94800.0,Vente,10662
10886,2020-04-23,87000.0,Vente,10663
10887,2020-05-13,274750.0,Vente,10664
10888,2020-05-13,68140.0,Vente,10665
10889,2020-05-19,116500.0,Vente,10666
10890,2020-04-30,220000.0,Vente,10667
10891,2020-06-08,114850.0,Vente,10668
10892,2020-06-25,223000.0,Vente,10669
10893,2020-05-13,165000.0,Vente,10670
10894,2020-05-20,725000.0,Vente,10671
10895,2020-06-05,254500.0,Vente,10672
10896,2020-01-27,151500.0,Vente,10673
10897,2020-02-05,94500.0,Vente,10674
10898,2020-02-07,285500.0,Vente,10675
10899,2020-05-29,115000.0,Vente,10676
10900,2020-01-29,106000.0,Vente,10677
10901,2020-05-14,98000.0,Vente,10678
10902,2020-04-27,319000.0,Vente,10679
10903,2020-04-21,86700.0,Vente,10680
10904,2020-05-14,149000.0,Vente,10681
10905,2020-02-25,53000.0,Vente,10682
10906,2020-05-29,80000.0,Vente,10683
10907,2020-02-04,114050.0,Vente,10684
10908,2020-03-20,343820.0,Vente,10685
10909,2020-02-13,296900.0,Vente,10686
10910,2020-03-04,370000.0,Vente,10687
10911,2020-04-20,590000.0,Vente,10688
10912,2020-04-27,561000.0,Vente,10689
10913,2020-05-29,150700.0,Vente,10690
10914,2020-05-27,105000.0,Vente,10691
10915,2020-01-28,157000.0,Vente,10692
10916,2020-03-03,196000.0,Vente,10693
10917,2020-06-08,145000.0,Vente,10694
10918,2020-04-10,329000.0,Vente,10695
10919,2020-05-25,188700.0,Vente,10696
10920,2020-02-05,133950.0,Vente,10697
10921,2020-02-28,331075.0,Vente,10698
10922,2020-02-05,78000.0,Vente,10699
10923,2020-02-28,361000.0,Vente,10700
10924,2020-01-24,105800.0,Vente,10701
10925,2020-01-02,140000.0,Vente,10702
10926,2020-05-22,135000.0,Vente,10703
10927,2020-05-14,71500.0,Vente,10704
10928,2020-05-12,253440.0,Vente,10705
10929,2020-05-11,122900.0,Vente,10706
10930,2020-05-11,170000.0,Vente,10707
10931,2020-05-14,295000.0,Vente,10708
10932,2020-03-17,330000.0,Vente,10709
10933,2020-05-18,70000.0,Vente,10710
10934,2020-05-15,216450.0,Vente,10711
10935,2020-05-26,81000.0,Vente,10712
10936,2020-06-02,119550.0,Vente,10713
10937,2020-05-19,330000.0,Vente,10714
10938,2020-06-03,323000.0,Vente,10715
10939,2020-05-14,195000.0,Vente,10716
10940,2020-05-19,389615.0,Vente,10717
10941,2020-06-03,114570.0,Vente,10718
10942,2020-05-20,60895.0,Vente,10719
10943,2020-06-05,88350.0,Vente,10720
10944,2020-06-15,109000.0,Vente,10721
10945,2020-05-26,224000.0,Vente,10722
10946,2020-05-22,118000.0,Vente,10723
10947,2020-05-22,189000.0,Vente,10724
10948,2020-05-20,272000.0,Vente,10725
10949,2020-06-26,25000.0,Vente,10726
10950,2020-05-18,196000.0,Vente,10727
10951,2020-05-22,159000.0,Vente,10728
10952,2020-05-23,10000.0,Vente,10729
10953,2020-06-10,80100.0,Vente,10730
10954,2020-06-15,90000.0,Vente,10731
10955,2020-06-11,111250.0,Vente,10732
10956,2020-05-27,289490.0,Vente,10733
10957,2020-05-28,138000.0,Vente,10734
10958,2020-05-20,246800.0,Vente,10735
10959,2020-03-05,201000.0,Vente,10736
10960,2020-05-14,184000.0,Vente,10737
10961,2020-02-06,199000.0,Vente,10738
10962,2020-01-06,121000.0,Vente,10739
10963,2020-02-21,294280.0,Vente,10740
10964,2020-06-09,166000.0,Vente,10741
10965,2020-03-06,141500.0,Vente,10742
10966,2020-06-12,126500.0,Vente,10743
10967,2020-05-28,278620.0,Vente,10744
10968,2020-06-18,228000.0,Vente,10745
10969,2020-05-28,159650.0,Vente,10746
10970,2020-05-29,195000.0,Vente,10747
10971,2020-05-29,82000.0,Vente,10748
10972,2020-05-27,50000.0,Vente,10749
10973,2020-06-15,69000.0,Vente,10750
10974,2020-01-03,332000.0,Vente,10751
10975,2020-05-13,410000.0,Vente,10752
10976,2020-06-12,162020.0,Vente,10753
10977,2020-06-01,182500.0,Vente,10754
10978,2020-06-16,110500.0,Vente,10755
10979,2020-03-06,64000.0,Vente,10756
10980,2020-01-14,94000.0,Vente,10757
10981,2020-02-06,88000.0,Vente,10758
10982,2020-05-11,225055.0,Vente,10759
10983,2020-05-22,275500.0,Vente,10760
10984,2020-06-04,119500.0,Vente,10761
10985,2020-06-19,132890.0,Vente,10762
10986,2020-06-05,51500.0,Vente,10763
10987,2020-02-26,402000.0,Vente,10764
10988,2020-03-13,194500.0,Vente,10765
10989,2020-06-16,280000.0,Vente,10766
10990,2020-06-19,412000.0,Vente,10767
10991,2020-05-29,62000.0,Vente,10768
10992,2020-06-12,115000.0,Vente,10769
10993,2020-06-15,166500.0,Vente,10770
10994,2020-06-05,572000.0,Vente,10771
10995,2020-06-19,277700.0,Vente,10772
10996,2020-02-17,81150.0,Vente,10773
10997,2020-01-14,510700.0,Vente,10774
10998,2020-03-11,1298800.0,Vente,10775
10999,2020-06-29,415000.0,Vente,10776
11000,2020-06-30,272150.0,Vente,10777
11001,2020-06-26,38000.0,Vente,10778
11002,2020-06-22,53500.0,Vente,10779
11003,2020-01-31,161350.0,Vente,10780
11004,2020-01-29,115000.0,Vente,10781
11005,2020-06-30,143000.0,Vente,10782
11006,2020-06-12,82000.0,Vente,10783
11007,2020-06-30,363050.0,Vente,10784
11008,2020-06-09,96300.0,Vente,10785
11009,2020-06-25,122752.0,Vente,10786
11010,2020-01-09,75000.0,Vente,10787
11011,2020-03-13,118000.0,Vente,10788
11012,2020-05-29,81000.0,Vente,10789
11013,2020-03-06,34000.0,Vente,10790
11014,2020-06-15,67000.0,Vente,10791
11015,2020-06-04,106000.0,Vente,10792
11016,2020-06-19,199000.0,Vente,10793
11017,2020-01-09,121000.0,Vente,10794
11018,2020-01-29,144000.0,Vente,10795
11019,2020-05-29,125000.0,Vente,10796
11020,2020-06-05,95500.0,Vente,10797
11021,2020-06-02,186000.0,Vente,10798
11022,2020-06-29,40000.0,Vente,10799
11023,2020-03-05,125550.0,Vente,10800
11024,2020-05-27,253000.0,Vente,10801
11025,2020-06-25,168900.0,Vente,10802
11026,2020-06-30,203310.0,Vente,10803
11027,2020-06-08,441000.0,Vente,10804
11028,2020-01-20,638000.0,Vente,10805
11029,2020-02-26,696000.0,Vente,10806
11030,2020-06-23,77500.0,Vente,10807
11031,2020-06-29,75000.0,Vente,10808
11032,2020-06-26,165000.0,Vente,10809
11033,2020-06-30,143000.0,Vente,10810
11034,2020-06-30,245000.0,Vente,10811
11035,2020-06-26,240500.0,Vente,10812
11036,2020-06-30,198000.0,Vente,10813
11037,2020-06-25,85000.0,Vente,10814
11038,2020-01-11,695238.0,Vente,10815
11039,2020-01-10,189000.0,Vente,10816
11040,2020-01-27,3100000.0,Vente,10817
11041,2020-06-23,86650.0,Vente,10818
11042,2020-06-29,65750.0,Vente,10819
11043,2020-06-29,104500.0,Vente,10820
11044,2020-06-26,19941.0,Vente,10821
11045,2020-01-14,134500.0,Vente,10822
11046,2020-02-03,120000.0,Vente,10822
11047,2020-01-22,98050.0,Vente,10823
11048,2020-01-23,125000.0,Vente,10824
11049,2020-01-20,96000.0,Vente,10825
11050,2020-06-29,106000.0,Vente,10826
11051,2020-01-09,30500.0,Vente,10827
11052,2020-04-17,272000.0,Vente,10828
11053,2020-03-31,266000.0,Vente,10829
11054,2020-01-16,193000.0,Vente,10830
11055,2020-01-08,85800.0,Vente,10831
11056,2020-04-29,40000.0,Vente,10832
11057,2020-01-27,466544.0,Vente,10833
11058,2020-01-22,88000.0,Vente,10834
11059,2020-01-29,99540.0,Vente,10835
11060,2020-06-23,590000.0,Vente,10836
11061,2020-02-03,102680.0,Vente,10837
11062,2020-01-15,50000.0,Vente,10838
11063,2020-01-24,53000.0,Vente,10839
11064,2020-01-23,75000.0,Vente,10840
11065,2020-02-20,65000.0,Vente,10841
11066,2020-01-31,227700.0,Vente,10842
11067,2020-02-10,191625.0,Vente,10843
11068,2020-02-06,109900.0,Vente,10844
11069,2020-03-05,197900.0,Vente,10845
11070,2020-05-20,184900.0,Vente,10846
11071,2020-06-26,254900.0,Vente,10847
11072,2020-02-20,163450.0,Vente,10848
11073,2020-03-06,117000.0,Vente,10849
11074,2020-03-12,268000.0,Vente,10850
11075,2020-05-27,152000.0,Vente,10851
11076,2020-05-29,118000.0,Vente,10852
11077,2020-03-03,111000.0,Vente,10853
11078,2020-03-06,167050.0,Vente,10854
11079,2020-03-03,177250.0,Vente,10855
11080,2020-03-06,228800.0,Vente,10856
11081,2020-03-09,90000.0,Vente,10857
11082,2020-03-19,101600.0,Vente,10858
11083,2020-03-17,275930.0,Vente,10859
11084,2020-04-28,138450.0,Vente,10860
11085,2020-05-13,300000.0,Vente,10861
11086,2020-05-14,73770.0,Vente,10862
11087,2020-02-21,34000.0,Vente,10863
11088,2020-06-18,199000.0,Vente,10864
11089,2020-01-10,194200.0,Vente,10865
11090,2020-05-12,400200.0,Vente,10866
11091,2020-05-12,150500.0,Vente,10867
11092,2020-01-08,243000.0,Vente,10868
11093,2020-06-15,317450.0,Vente,10869
11094,2020-06-30,213000.0,Vente,10870
11095,2020-01-16,53000.0,Vente,10871
11096,2020-06-30,195000.0,Vente,10872
11097,2020-05-05,174900.0,Vente,10873
11098,2020-05-29,152000.0,Vente,10874
11099,2020-05-18,190000.0,Vente,10875
11100,2020-05-22,102650.0,Vente,10876
11101,2020-03-30,770000.0,Vente,10877
11102,2020-06-19,120000.0,Vente,10878
11103,2020-02-10,625400.0,Vente,10879
11104,2020-02-26,664460.0,Vente,10880
11105,2020-06-23,285000.0,Vente,10881
11106,2020-05-18,281000.0,Vente,10882
11107,2020-05-26,35000.0,Vente,10883
11108,2020-06-04,218050.0,Vente,10884
11109,2020-05-28,70000.0,Vente,10885
11110,2020-06-08,98000.0,Vente,10886
11111,2020-05-19,63000.0,Vente,10887
11112,2020-06-12,165000.0,Vente,10888
11113,2020-02-07,98200.0,Vente,10889
11114,2020-05-26,50000.0,Vente,10890
11115,2020-04-30,82343.0,Vente,10891
11116,2020-01-03,102000.0,Vente,10892
11117,2020-03-16,41000.0,Vente,10893
11118,2020-02-27,362500.0,Vente,10894
11119,2020-01-30,80000.0,Vente,10895
11120,2020-03-13,175000.0,Vente,10896
11121,2020-01-22,108400.0,Vente,10897
11122,2020-01-24,610000.0,Vente,10898
11123,2020-01-17,1635700.0,Vente,10899
11124,2020-01-29,459090.0,Vente,10900
11125,2020-02-11,156000.0,Vente,10901
11126,2020-02-26,6454000.0,Vente,10902
11127,2020-05-12,693000.0,Vente,10903
11128,2020-05-20,906000.0,Vente,10904
11129,2020-05-22,281420.0,Vente,10905
11130,2020-05-26,120000.0,Vente,10906
11131,2020-06-05,101080.0,Vente,10907
11132,2020-06-22,750000.0,Vente,10908
11133,2020-01-06,449000.0,Vente,10909
11134,2020-06-30,726000.0,Vente,10910
11135,2020-06-17,97000.0,Vente,10911
11136,2020-06-03,165094.4,Vente,10912
11137,2020-01-24,453320.0,Vente,10913
11138,2020-02-21,651160.0,Vente,10914
11139,2020-02-21,223000.0,Vente,10915
11140,2020-05-07,365500.0,Vente,10916
11141,2020-06-09,819575.0,Vente,10917
11142,2020-06-26,706500.0,Vente,10918
11143,2020-06-18,247000.0,Vente,10919
11144,2020-06-02,209245.0,Vente,10920
11145,2020-06-12,130000.0,Vente,10921
11146,2020-06-05,222950.0,Vente,10922
11147,2020-06-23,79000.0,Vente,10923
11148,2020-06-25,173000.0,Vente,10924
11149,2020-06-05,142000.0,Vente,10925
11150,2020-06-19,169000.0,Vente,10926
11151,2020-01-25,129119.0,Vente,10927
11152,2020-06-13,114400.0,Vente,10928
11153,2020-01-30,133000.0,Vente,10929
11154,2020-03-17,143000.0,Vente,10930
11155,2020-05-15,126000.0,Vente,10931
11156,2020-01-22,114000.0,Vente,10932
11157,2020-01-27,119000.0,Vente,10933
11158,2020-01-27,147000.0,Vente,10934
11159,2020-05-13,165000.0,Vente,10935
11160,2020-05-14,110000.0,Vente,10936
11161,2020-02-19,38510.0,Vente,10937
11162,2020-03-16,125990.0,Vente,10938
11163,2020-05-29,137000.0,Vente,10939
11164,2020-06-19,66500.0,Vente,10940
11165,2020-06-29,158000.0,Vente,10941
11166,2020-06-26,60000.0,Vente,10942
11167,2020-06-11,124000.0,Vente,10943
11168,2020-05-29,147000.0,Vente,10944
11169,2020-06-10,244000.0,Vente,10945
11170,2020-01-14,283700.0,Vente,10946
11171,2020-03-06,233000.0,Vente,10947
11172,2020-05-28,158000.0,Vente,10948
11173,2020-06-16,90000.0,Vente,10949
11174,2020-01-03,28000.0,Vente,10950
11175,2020-01-17,55500.0,Vente,10950
11176,2020-02-04,53500.0,Vente,10951
11177,2020-02-07,365000.0,Vente,10952
11178,2020-02-25,30000.0,Vente,10953
11179,2020-06-10,74000.0,Vente,10954
11180,2020-06-08,320000.0,Vente,10955
11181,2020-06-10,94700.0,Vente,10956
11182,2020-06-25,60000.0,Vente,10957
11183,2020-01-09,83980.0,Vente,10958
11184,2020-01-06,188900.0,Vente,10959
11185,2020-01-07,371500.0,Vente,10960
11186,2020-01-09,158500.0,Vente,10961
11187,2020-01-02,122500.0,Vente,10962
11188,2020-01-10,102500.0,Vente,10963
11189,2020-05-26,147000.0,Vente,10964
11190,2020-05-19,157000.0,Vente,10965
11191,2020-02-06,184000.0,Vente,10966
11192,2020-03-04,339600.0,Vente,10967
11193,2020-01-27,1306000.0,Vente,10968
11194,2020-06-04,835000.0,Vente,10969
11195,2020-01-16,176000.0,Vente,10970
11196,2020-01-15,262830.0,Vente,10971
11197,2020-01-13,98000.0,Vente,10972
11198,2020-01-20,92860.0,Vente,10973
11199,2020-02-11,132000.0,Vente,10974
11200,2020-01-20,139500.0,Vente,10975
11201,2020-01-17,275500.0,Vente,10976
11202,2020-01-22,98500.0,Vente,10977
11203,2020-01-31,113645.0,Vente,10978
11204,2020-06-05,105000.0,Vente,10979
11205,2020-05-29,355000.0,Vente,10980
11206,2020-01-22,361550.0,Vente,10981
11207,2020-01-15,154670.0,Vente,10982
11208,2020-01-13,316200.0,Vente,10983
11209,2020-01-09,102500.0,Vente,10984
11210,2020-01-28,323100.0,Vente,10985
11211,2020-01-13,90197.0,Vente,10986
11212,2020-01-17,642500.0,Vente,10987
11213,2020-01-31,215380.0,Vente,10988
11214,2020-01-16,231000.0,Vente,10989
11215,2020-02-14,188577.0,Vente,10990
11216,2020-01-29,211550.0,Vente,10991
11217,2020-01-15,159262.0,Vente,10992
11218,2020-01-16,131788.5,Vente,10993
11219,2020-01-24,161000.0,Vente,10994
11220,2020-01-24,281400.0,Vente,10995
11221,2020-01-31,783265.0,Vente,10996
11222,2020-01-29,171410.0,Vente,10997
11223,2020-01-24,580000.0,Vente,10998
11224,2020-02-07,122300.0,Vente,10999
11225,2020-01-22,105000.0,Vente,11000
11226,2020-03-03,10000.0,Vente,11001
11227,2020-05-20,254000.0,Vente,11002
11228,2020-01-06,403000.0,Vente,11003
11229,2020-04-27,345440.0,Vente,11004
11230,2020-06-30,745200.0,Vente,11005
11231,2020-02-05,110000.0,Vente,11006
11232,2020-02-04,235400.0,Vente,11007
11233,2020-01-27,204354.0,Vente,11008
11234,2020-01-31,92400.0,Vente,11009
11235,2020-01-29,113000.0,Vente,11010
11236,2020-01-29,115050.0,Vente,11011
11237,2020-02-10,298000.0,Vente,11012
11238,2020-05-29,349000.0,Vente,11013
11239,2020-02-14,204920.0,Vente,11014
11240,2020-02-05,126920.0,Vente,11015
11241,2020-02-07,545000.0,Vente,11016
11242,2020-01-22,58850.0,Vente,11017
11243,2020-02-10,184000.0,Vente,11018
11244,2020-03-10,607500.0,Vente,11019
11245,2020-02-07,258250.0,Vente,11020
11246,2020-01-31,216315.0,Vente,11021
11247,2020-02-04,172250.0,Vente,11022
11248,2020-02-18,63500.0,Vente,11023
11249,2020-02-12,404900.0,Vente,11024
11250,2020-06-22,325000.0,Vente,11025
11251,2020-02-14,143000.0,Vente,11026
11252,2020-02-21,191210.0,Vente,11027
11253,2020-02-20,202736.0,Vente,11028
11254,2020-02-20,147000.0,Vente,11029
11255,2020-04-30,135850.0,Vente,11030
11256,2020-05-19,118310.0,Vente,11031
11257,2020-01-03,104792.58,Vente,11032
11258,2020-05-28,435431.0,Vente,11033
11259,2020-03-16,141575.0,Vente,11034
11260,2020-02-18,157300.0,Vente,11035
11261,2020-02-24,123000.0,Vente,11036
11262,2020-02-06,204870.0,Vente,11037
11263,2020-02-05,99500.0,Vente,11038
11264,2020-03-30,366300.0,Vente,11039
11265,2020-02-10,192450.0,Vente,11040
11266,2020-02-21,152250.0,Vente,11041
11267,2020-03-09,259400.0,Vente,11042
11268,2020-02-25,106900.0,Vente,11043
11269,2020-05-15,178250.0,Vente,11044
11270,2020-06-10,100000.0,Vente,11045
11271,2020-02-07,83472.3,Vente,11046
11272,2020-03-02,90500.0,Vente,11047
11273,2020-02-21,71600.0,Vente,11048
11274,2020-02-27,80100.0,Vente,11049
11275,2020-02-12,188000.0,Vente,11050
11276,2020-06-04,167900.0,Vente,11051
11277,2020-02-12,331000.0,Vente,11052
11278,2020-02-12,184250.0,Vente,11053
11279,2020-02-27,78224.26,Vente,11054
11280,2020-03-27,142670.0,Vente,11055
11281,2020-02-14,54000.0,Vente,11056
11282,2020-01-08,740000.0,Vente,11057
11283,2020-01-22,240000.0,Vente,11058
11284,2020-04-16,234000.0,Vente,11059
11285,2020-01-14,90000.0,Vente,11060
11286,2020-02-13,73500.0,Vente,11061
11287,2020-06-12,101000.0,Vente,11062
11288,2020-02-11,800000.0,Vente,11063
11289,2020-02-07,575656.0,Vente,11064
11290,2020-02-20,189000.0,Vente,11065
11291,2020-03-17,260000.0,Vente,11066
11292,2020-06-30,189900.0,Vente,11067
11293,2020-02-10,66972.0,Vente,11068
11294,2020-05-07,63000.0,Vente,11069
11295,2020-02-25,183750.0,Vente,11070
11296,2020-04-22,125500.0,Vente,11071
11297,2020-04-29,113142.0,Vente,11072
11298,2020-05-25,378000.0,Vente,11073
11299,2020-05-27,314400.0,Vente,11074
11300,2020-06-03,350000.0,Vente,11075
11301,2020-04-02,94525.0,Vente,11076
11302,2020-02-19,99000.0,Vente,11077
11303,2020-02-24,1100000.0,Vente,11078
11304,2020-04-30,67000.0,Vente,11079
11305,2020-01-02,79000.0,Vente,11080
11306,2020-03-06,357800.0,Vente,11081
11307,2020-03-09,500240.0,Vente,11082
11308,2020-05-26,474180.0,Vente,11083
11309,2020-06-09,243700.0,Vente,11084
11310,2020-06-30,249000.0,Vente,11085
11311,2020-04-24,105000.0,Vente,11086
11312,2020-04-24,257548.0,Vente,11087
11313,2020-04-30,236320.0,Vente,11088
11314,2020-04-23,300000.0,Vente,11089
11315,2020-04-29,159000.0,Vente,11090
11316,2020-01-30,895840.0,Vente,11091
11317,2020-05-11,108500.0,Vente,11092
11318,2020-06-18,157800.0,Vente,11093
11319,2020-04-29,136000.0,Vente,11094
11320,2020-04-21,237000.0,Vente,11095
11321,2020-05-14,302150.0,Vente,11096
11322,2020-04-24,158000.0,Vente,11097
11323,2020-04-28,272000.0,Vente,11098
11324,2020-05-15,150540.0,Vente,11099
11325,2020-05-20,62500.0,Vente,11100
11326,2020-05-18,128000.0,Vente,11101
11327,2020-04-30,164950.0,Vente,11102
11328,2020-04-30,452500.0,Vente,11103
11329,2020-05-04,213000.0,Vente,11104
11330,2020-05-07,269650.0,Vente,11105
11331,2020-05-11,156000.0,Vente,11106
11332,2020-05-26,152750.0,Vente,11107
11333,2020-06-17,91000.0,Vente,11108
11334,2020-06-26,68000.0,Vente,11109
11335,2020-05-19,86000.0,Vente,11110
11336,2020-05-15,322200.0,Vente,11111
11337,2020-05-14,65000.0,Vente,11112
11338,2020-05-29,98225.0,Vente,11113
11339,2020-05-05,208663.0,Vente,11114
11340,2020-05-18,141300.0,Vente,11115
11341,2020-05-14,80000.0,Vente,11116
11342,2020-05-20,232405.0,Vente,11117
11343,2020-05-29,248700.0,Vente,11118
11344,2020-05-29,251220.0,Vente,11119
11345,2020-01-15,156000.0,Vente,11120
11346,2020-06-26,90000.0,Vente,11121
11347,2020-02-14,175000.0,Vente,11122
11348,2020-05-19,245000.0,Vente,11123
11349,2020-01-06,388326.0,Vente,11124
11350,2020-01-14,422200.0,Vente,11125
11351,2020-03-06,1250000.0,Vente,11126
11352,2020-04-30,180000.0,Vente,11127
11353,2020-06-09,443000.0,Vente,11128
11354,2020-06-29,317000.0,Vente,11128
11355,2020-05-20,344350.0,Vente,11129
11356,2020-05-29,663500.0,Vente,11130
11357,2020-06-22,835000.0,Vente,11131
11358,2020-02-03,388000.0,Vente,11132
11359,2020-02-07,309900.0,Vente,11133
11360,2020-01-17,172000.0,Vente,11134
11361,2020-02-11,372500.0,Vente,11135
11362,2020-05-14,230000.0,Vente,11136
11363,2020-05-20,435000.0,Vente,11137
11364,2020-05-27,418620.0,Vente,11138
11365,2020-01-20,269100.0,Vente,11139
11366,2020-04-29,425580.0,Vente,11140
11367,2020-06-17,406500.0,Vente,11141
11368,2020-05-29,588000.0,Vente,11142
11369,2020-05-18,130528.0,Vente,11143
11370,2020-06-09,88000.0,Vente,11144
11371,2020-05-29,116000.0,Vente,11145
11372,2020-05-15,86400.0,Vente,11146
11373,2020-05-27,155340.0,Vente,11147
11374,2020-06-05,157000.0,Vente,11148
11375,2020-06-15,157000.0,Vente,11149
11376,2020-05-26,137000.0,Vente,11150
11377,2020-05-14,328760.0,Vente,11151
11378,2020-02-24,514010.0,Vente,11152
11379,2020-06-11,263000.0,Vente,11153
11380,2020-05-25,266050.0,Vente,11154
11381,2020-05-20,173000.0,Vente,11155
11382,2020-05-12,120340.0,Vente,11156
11383,2020-05-27,132500.0,Vente,11157
11384,2020-05-29,84000.0,Vente,11158
11385,2020-05-29,104000.0,Vente,11159
11386,2020-02-19,295075.0,Vente,11160
11387,2020-05-12,81000.0,Vente,11161
11388,2020-05-19,133190.0,Vente,11162
11389,2020-05-26,460000.0,Vente,11163
11390,2020-05-27,148300.0,Vente,11164
11391,2020-06-05,93500.0,Vente,11165
11392,2020-06-12,153846.0,Vente,11166
11393,2020-05-19,111200.0,Vente,11167
11394,2020-05-18,146600.0,Vente,11168
11395,2020-06-03,486340.0,Vente,11169
11396,2020-05-25,598250.0,Vente,11170
11397,2020-04-15,237500.0,Vente,11171
11398,2020-05-28,332000.0,Vente,11172
11399,2020-06-11,209850.0,Vente,11173
11400,2020-06-15,235000.0,Vente,11174
11401,2020-06-16,98900.0,Vente,11175
11402,2020-05-20,232000.0,Vente,11176
11403,2020-05-29,68000.0,Vente,11177
11404,2020-06-24,211960.0,Vente,11178
11405,2020-02-18,294420.0,Vente,11179
11406,2020-05-05,332000.0,Vente,11180
11407,2020-01-10,250000.0,Vente,11181
11408,2020-02-11,399000.0,Vente,11182
11409,2020-06-29,380000.0,Vente,11183
11410,2020-01-10,270250.0,Vente,11184
11411,2020-05-28,204410.0,Vente,11185
11412,2020-06-22,174000.0,Vente,11186
11413,2020-06-05,207500.0,Vente,11187
11414,2020-06-04,122670.0,Vente,11188
11415,2020-06-25,255321.0,Vente,11189
11416,2020-06-11,93000.0,Vente,11190
11417,2020-06-20,81000.0,Vente,11191
11418,2020-06-29,40000.0,Vente,11192
11419,2020-06-22,78000.0,Vente,11193
11420,2020-06-19,184701.0,Vente,11194
11421,2020-06-25,119500.0,Vente,11195
11422,2020-06-10,221870.0,Vente,11196
11423,2020-06-10,255000.0,Vente,11197
11424,2020-06-26,418000.0,Vente,11198
11425,2020-06-10,191947.0,Vente,11199
11426,2020-06-12,224700.0,Vente,11200
11427,2020-06-30,233600.0,Vente,11201
11428,2020-06-29,166300.0,Vente,11202
11429,2020-06-23,132755.0,Vente,11203
11430,2020-06-10,167000.0,Vente,11204
11431,2020-06-30,137500.0,Vente,11205
11432,2020-06-19,245000.0,Vente,11206
11433,2020-06-19,236050.0,Vente,11207
11434,2020-06-24,360000.0,Vente,11208
11435,2020-06-29,107510.0,Vente,11209
11436,2020-02-11,94000.0,Vente,11210
11437,2020-06-15,227000.0,Vente,11211
11438,2020-05-18,494000.0,Vente,11212
11439,2020-06-23,323850.0,Vente,11213
11440,2020-06-30,124700.0,Vente,11214
11441,2020-06-25,185960.0,Vente,11215
11442,2020-06-24,234000.0,Vente,11216
11443,2020-06-26,316484.0,Vente,11217
11444,2020-06-25,162962.0,Vente,11218
11445,2020-04-30,122480.0,Vente,11219
11446,2020-01-09,138100.0,Vente,11220
11447,2020-05-14,110000.0,Vente,11221
11448,2020-01-20,81000.0,Vente,11222
11449,2020-01-23,123000.0,Vente,11223
11450,2020-01-20,137000.0,Vente,11224
11451,2020-01-31,152000.0,Vente,11225
11452,2020-06-23,179000.0,Vente,11226
11453,2020-01-27,133500.0,Vente,11227
11454,2020-02-04,154900.0,Vente,11228
11455,2020-02-18,188000.0,Vente,11229
11456,2020-01-23,199000.0,Vente,11230
11457,2020-01-31,100732.0,Vente,11231
11458,2020-01-23,153000.0,Vente,11232
11459,2020-02-13,205000.0,Vente,11233
11460,2020-06-19,117000.0,Vente,11234
11461,2020-02-14,102920.0,Vente,11235
11462,2020-02-25,192800.0,Vente,11236
11463,2020-03-18,171800.0,Vente,11237
11464,2020-01-09,165000.0,Vente,11238
11465,2020-02-21,154610.0,Vente,11239
11466,2020-02-12,2355000.0,Vente,11240
11467,2020-05-19,1504000.0,Vente,11241
11468,2020-02-19,61000.0,Vente,11242
11469,2020-02-12,110000.0,Vente,11243
11470,2020-06-23,124000.0,Vente,11244
11471,2020-05-18,263700.0,Vente,11245
11472,2020-02-20,139000.0,Vente,11246
11473,2020-02-25,142000.0,Vente,11247
11474,2020-04-30,112000.0,Vente,11248
11475,2020-04-30,75000.0,Vente,11249
11476,2020-04-16,275000.0,Vente,11250
11477,2020-05-18,260000.0,Vente,11251
11478,2020-05-12,105500.0,Vente,11252
11479,2020-05-13,170280.0,Vente,11253
11480,2020-05-12,200000.0,Vente,11254
11481,2020-05-22,110000.0,Vente,11255
11482,2020-05-20,115800.0,Vente,11256
11483,2020-05-06,174500.0,Vente,11257
11484,2020-05-29,161500.0,Vente,11258
11485,2020-06-02,124000.0,Vente,11259
11486,2020-05-29,143500.0,Vente,11260
11487,2020-05-19,156650.0,Vente,11261
11488,2020-05-18,51000.0,Vente,11262
11489,2020-05-29,55000.0,Vente,11263
11490,2020-03-27,65280.0,Vente,11264
11491,2020-05-27,219000.0,Vente,11265
